nomeLocalidade,estado,População residente,Densidade demográfica,Porcentagem de Jovens,Porcentagem de Ativos,Porcentagem de Idosos,Taxa de Urbanização,Taxa de Saneamento Básico,Ativos com Baixo Nível Educacional,Ativos com Médio Nível Educacional,Ativos com Alto Nível Educacional,Percentual de estrangeiros ao total de Trabalhadores,PIB Municipal,Estudantes Ensino primário,Estudantes Ensino secundário,Estudantes Ensino superior,Óbitos até 1 ano de idade por milhares de habitantes,Óbitos por milhares de habitantes,Nascidos por milhares de habitantes,Hospitais por milhares de habitantes,Médicos por milhares de habitantes,% de pobres,IDH,Percentual de trabalhadores especializados,"Valores de Importação por 10,000 habitantes","Valores de Exportação por 10,000 habitantes","Número de hotéis por 10,000 habitantes",Percentual de empresas do setor primário em relação ao total,Percentual de empresas do setor secundário em relação ao total,Percentual de empresas do setor terciário em relação ao total,Percentual de trabalhadores do setor primário em relação ao total,Percentual de trabalhadores do setor secundário em relação ao total,Percentual de trabalhadores do setor terciário em relação ao total,Média Salarial,Produtividade,Taxa de desemprego dos jovens,Taxa de desemprego,"Número de trabalhadores(Comerciais, hotéis e restaurantes) por 1,000 habitantes","Número de ativos culturais e de lazer por 10,000 habitantes",cat_export,cat_import
Matina,Bahia,11145,14.41,48.67,43.85,7.48,33.43,0.0,79.9,17.48,2.61,0.0,33532295.85,1163,431,0,0.0,3.9,17.6,0.0,0.27,39.62,0.74,12.15,0.0,0.0,0.0,6.67,6.67,86.67,0.25,1.01,4.81,672.69,863376.29,10.1,6.07,1.44,0.0,zero,zero
Serrana,São Paulo,38878,308.44,43.6,50.51,5.9,98.94,98.5,61.82,32.18,6.0,0.12,469458459.3,3907,2179,0,0.1,2.8,15.0,0.1,0.62,2.94,0.84,10.24,0.0,0.0,0.77,1.75,13.86,84.21,5.76,46.38,31.91,1587.77,2401999.9,11.9,5.57,30.71,1.03,zero,zero
Governador Eugênio Barros,Maranhão,15991,19.57,52.34,40.44,7.22,31.69,0.4,77.37,18.31,4.32,0.0,52681070.22,1802,830,0,0.1,5.0,33.4,0.0,0.0,48.32,0.74,7.13,0.0,0.0,0.0,0.0,11.11,88.89,0.85,0.17,13.41,807.61,928004.93,6.62,4.11,4.31,0.0,zero,zero
Buritama,São Paulo,15418,47.17,35.67,54.06,10.27,93.67,88.03,53.63,33.2,13.18,0.0,263261887.5,1813,600,0,0.3,6.5,13.0,0.13,0.73,4.57,0.84,11.96,0.0,0.0,1.95,5.38,17.56,77.06,7.8,27.98,37.78,1072.45,3505019.31,13.86,7.09,33.99,2.59,zero,zero
Machadinho D'Oeste,Rondônia,31135,3.66,48.99,46.84,4.18,53.82,0.0,81.13,13.33,5.54,0.0,271927797.1,7172,1623,0,0.2,3.0,18.9,0.0,0.42,28.55,0.76,15.8,0.0,537345.11,2.25,5.81,15.5,78.68,4.31,20.94,29.29,822.15,1889442.94,9.65,3.54,15.67,0.0,media,zero
Januário Cicco,Rio Grande do Norte,9011,48.16,48.25,42.36,9.4,37.91,11.87,78.69,19.0,2.31,0.0,39690571.48,2068,426,0,0.1,3.1,14.9,0.0,0.0,55.65,0.77,11.21,0.0,0.0,0.0,0.0,14.29,85.71,0.0,0.86,3.45,622.85,1508247.81,5.7,3.59,0.89,0.0,zero,zero
Sarutaiá,São Paulo,3622,25.58,40.67,49.56,9.77,83.53,80.27,74.15,19.07,6.78,0.0,25244253.4,472,192,0,0.3,2.3,12.0,0.0,0.75,6.0,0.79,13.22,0.0,0.0,0.0,2.7,21.62,75.68,24.17,9.3,27.89,862.1,1482325.31,16.55,7.24,12.7,0.0,zero,zero
São Mamede,Paraíba,7748,14.6,38.73,49.01,12.26,78.14,75.18,67.75,25.51,6.75,0.0,41347202.0,1346,269,0,0.3,7.9,12.3,0.0,0.5,29.02,0.77,12.88,0.0,0.0,0.0,0.0,10.0,90.0,0.61,5.52,14.11,828.23,1517321.1,15.32,6.32,10.07,0.0,zero,zero
Caibi,Santa Catarina,6219,35.57,37.66,53.06,9.28,60.28,4.14,68.55,22.23,9.23,0.37,98840183.94,626,267,0,0.0,6.2,9.0,0.17,0.0,6.06,0.83,7.66,0.0,0.0,1.61,1.62,20.54,77.84,4.34,29.34,51.75,1018.06,2453426.02,3.06,1.23,21.87,0.0,zero,zero
Salto,São Paulo,105516,793.01,38.86,53.94,7.2,99.29,94.39,50.85,34.89,14.26,0.68,3335876733.0,10350,6344,5276,0.1,5.8,12.7,0.02,1.16,3.3,0.84,10.55,0.0,0.0,1.14,0.5,18.78,80.72,0.68,41.48,49.21,1564.85,6307862.26,17.32,8.0,50.76,2.08,zero,zero
Olho d'Água do Casado,Alagoas,8491,26.35,55.58,38.25,6.17,51.77,13.58,85.75,11.52,2.74,0.0,36357018.53,2406,305,0,0.0,2.5,26.8,0.0,0.38,52.74,0.79,5.1,0.0,0.0,0.0,0.0,7.14,92.86,0.0,2.23,6.86,606.99,1099727.77,14.06,6.95,4.71,0.0,zero,zero
Piraju,São Paulo,28475,56.44,37.59,52.12,10.3,90.74,88.58,55.64,28.15,16.21,1.39,338691616.3,2596,1796,309,0.1,10.1,13.0,0.07,0.82,3.71,0.84,10.29,0.0,0.0,3.16,2.07,16.23,81.69,11.19,22.97,51.09,1065.94,2412144.08,17.82,6.96,45.72,1.76,zero,zero
Ivorá,Rio Grande do Sul,2156,17.54,32.0,54.13,13.87,36.33,11.11,70.36,20.88,8.76,32.89,31651438.28,195,121,0,0.0,8.5,7.0,0.0,1.0,7.13,0.89,18.41,0.0,0.0,0.0,0.0,23.08,76.92,0.0,5.97,38.81,1405.07,2363778.94,4.13,1.62,9.74,0.0,zero,zero
Vila Pavão,Espírito Santo,8672,20.02,39.73,52.2,8.07,36.52,25.21,75.59,20.05,4.36,0.0,102433924.2,1020,440,0,0.0,2.9,11.8,0.0,0.78,18.1,0.83,9.47,0.0,8654747.46,0.0,1.45,47.83,50.72,5.0,43.42,23.82,1054.86,1894820.57,5.18,2.38,15.34,0.0,media,zero
Feliz Natal,Mato Grosso,10933,0.95,52.03,45.72,2.25,78.03,0.43,67.14,25.61,7.24,0.33,135079729.6,1601,460,0,0.5,1.4,22.9,0.0,0.18,11.93,0.82,9.6,0.0,1137606.33,0.91,7.82,35.75,56.42,18.35,38.87,21.0,994.57,2605709.88,7.07,4.98,17.56,0.0,media,zero
Mazagão,Amapá,17032,1.3,62.19,33.9,3.92,49.97,4.5,61.22,33.59,5.19,0.0,150687724.6,2543,920,0,0.2,1.4,28.8,0.0,0.0,43.51,0.76,3.53,0.0,10059489.78,0.0,5.0,40.0,55.0,0.08,20.84,10.84,1162.49,2582176.52,9.01,5.64,0.65,0.0,media,zero
Mariana Pimentel,Rio Grande do Sul,3768,11.15,33.23,54.38,12.39,17.49,0.78,79.38,15.79,4.83,0.0,39964350.0,528,165,0,0.0,2.0,6.3,0.0,0.5,6.84,0.87,15.93,0.0,0.0,0.0,14.71,14.71,70.59,17.63,4.07,22.37,881.48,1902141.84,5.84,1.96,12.47,2.65,zero,zero
Iaras,São Paulo,6376,15.89,38.38,56.18,5.44,27.06,56.27,79.04,15.55,5.41,0.0,76477760.88,1033,323,0,0.0,1.2,12.8,0.0,0.5,23.43,0.85,15.14,0.0,0.0,1.57,10.34,3.45,86.21,42.2,0.06,41.04,1300.43,3847585.51,16.7,5.51,20.39,1.57,zero,zero
Patu,Rio Grande do Norte,11964,37.49,42.21,48.37,9.42,85.47,5.66,64.64,27.74,7.63,0.0,52745926.08,2203,566,475,0.1,3.2,12.8,0.08,0.5,32.52,0.77,28.1,0.0,0.0,0.84,0.0,6.25,93.75,0.18,0.92,19.96,920.36,1355938.3,21.52,8.94,5.77,0.0,zero,zero
Caldeirão Grande,Bahia,12491,26.86,49.17,41.28,9.55,40.13,8.6,81.59,15.66,2.75,0.0,47749470.61,1672,553,0,0.3,5.1,16.0,0.0,0.33,52.34,0.76,7.23,0.0,0.0,0.0,0.0,0.0,100.0,0.14,0.0,2.13,1445.39,896599.66,18.79,10.36,0.64,0.0,zero,zero
Marechal Thaumaturgo,Acre,14227,1.74,68.24,29.45,2.31,31.4,1.21,82.21,12.89,4.89,0.0,96130558.57,5433,787,280,0.1,0.3,34.6,0.0,0.0,63.82,0.73,11.2,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,1.16,1244.98,1916660.01,7.79,5.06,0.42,0.0,zero,zero
Baianópolis,Bahia,13850,4.26,46.65,45.61,7.75,26.52,0.35,82.62,14.58,2.8,0.0,65438618.5,1083,767,0,0.0,4.6,18.4,0.0,0.0,49.22,0.76,3.84,0.0,0.0,0.0,29.03,3.23,67.74,12.69,0.17,9.18,1080.24,1398377.46,12.56,7.83,3.18,0.0,zero,zero
Umburatiba,Minas Gerais,2705,6.67,43.12,47.34,9.54,56.75,71.76,65.21,28.99,5.8,2.75,17398235.4,547,118,0,0.3,3.3,12.0,0.0,0.0,29.24,0.82,9.44,0.0,0.0,0.0,38.89,5.56,55.56,19.93,1.05,6.64,584.51,1743574.3,13.85,8.03,5.18,0.0,zero,zero
Nova Esperança do Piriá,Pará,20158,7.18,60.0,37.44,2.56,42.18,0.59,86.05,9.73,4.22,0.0,98026338.2,3293,655,0,0.0,0.0,0.0,0.05,0.0,64.94,0.76,6.48,0.0,0.0,0.0,0.0,18.18,81.82,0.0,0.08,4.58,689.94,1428815.04,0.95,1.61,1.79,0.0,zero,zero
Formigueiro,Rio Grande do Sul,7014,12.05,33.75,51.55,14.7,41.41,12.65,67.83,23.33,8.84,16.92,84747005.7,618,325,0,0.0,4.3,6.7,0.0,1.14,15.55,0.84,13.4,0.0,0.0,0.0,1.59,17.46,80.95,13.11,15.76,28.57,1049.83,2575896.66,9.91,3.12,20.25,0.0,zero,zero
Espera Feliz,Minas Gerais,22856,71.96,41.05,51.39,7.56,65.88,55.37,77.68,14.32,8.0,0.0,180469833.2,4021,898,0,0.2,7.1,13.5,0.04,0.57,17.27,0.85,10.18,0.0,83132.66,1.75,2.33,13.47,84.2,3.9,10.93,52.83,756.74,1613859.08,7.02,4.02,32.25,1.75,media,zero
São Sebastião do Rio Preto,Minas Gerais,1613,12.6,35.96,48.92,15.13,57.53,10.36,75.71,17.54,6.76,0.0,12048658.36,276,85,0,0.0,2.5,8.5,0.0,0.5,17.21,0.81,6.44,0.0,0.0,0.0,0.0,20.0,80.0,2.48,16.83,4.46,1028.5,1615930.39,19.5,6.86,2.48,0.0,zero,zero
Campina da Lagoa,Paraná,15394,19.32,40.22,50.62,9.16,82.15,0.81,63.03,27.67,9.31,0.0,188877914.5,1710,940,0,0.1,5.7,17.3,0.07,0.0,10.6,0.83,18.43,0.0,0.0,0.0,4.61,9.22,86.18,16.25,3.62,40.07,925.7,2539545.52,14.15,6.44,24.68,1.95,zero,zero
Ponto Novo,Bahia,15742,31.65,49.32,42.45,8.23,58.21,2.01,81.12,15.41,3.47,0.0,65875862.24,4346,877,0,0.1,4.3,19.4,0.0,0.0,42.69,0.76,9.26,0.0,0.0,0.64,6.38,6.38,87.23,31.91,2.3,8.8,599.1,1152011.19,19.11,11.5,4.83,0.0,zero,zero
Taparuba,Minas Gerais,3137,16.25,35.35,51.13,13.52,45.65,63.2,73.76,22.45,3.79,0.0,17957474.17,469,92,0,0.0,2.7,15.0,0.0,1.67,19.0,0.8,16.73,0.0,0.0,0.0,26.32,36.84,36.84,12.73,11.64,6.91,610.92,1379185.87,4.81,3.27,5.42,0.0,zero,zero
Mariana Pimentel,Rio Grande do Sul,3768,11.15,33.23,54.38,12.39,17.49,0.78,79.38,15.79,4.83,0.0,39964350.0,528,165,0,0.0,2.0,6.3,0.0,0.5,6.84,0.87,15.93,0.0,0.0,0.0,14.71,14.71,70.59,17.63,4.07,22.37,881.48,1902141.84,5.84,1.96,12.47,2.65,zero,zero
Presidente Médici,Maranhão,6374,14.56,53.5,40.01,6.5,62.95,1.71,72.56,20.43,7.01,0.0,26390845.86,1186,414,0,0.0,0.0,0.0,0.0,0.0,50.95,0.76,21.59,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,3.41,746.08,1472585.15,17.11,7.92,0.78,0.0,zero,zero
Filadélfia,Bahia,16740,29.36,46.6,44.64,8.76,56.58,5.2,74.75,21.58,3.66,0.0,64605184.2,2388,837,0,0.1,4.5,16.7,0.0,0.0,45.48,0.73,21.02,0.0,0.0,0.0,0.0,17.39,82.61,0.35,13.11,16.17,648.54,1161545.37,24.61,13.68,6.63,0.0,zero,zero
Milton Brandão,Piauí,6769,4.93,49.77,42.81,7.42,26.04,0.55,89.09,5.93,4.98,0.0,20225298.17,1053,301,0,0.1,0.0,0.0,0.0,0.0,62.15,0.77,15.84,0.0,0.0,0.0,0.0,25.0,75.0,0.0,0.5,3.96,483.13,1128165.09,16.82,9.76,0.89,0.0,zero,zero
Indaiabira,Minas Gerais,7330,7.3,46.21,44.95,8.84,39.92,16.53,83.45,11.32,5.23,0.0,31866735.2,1453,397,0,0.1,2.1,10.7,0.0,0.0,34.04,0.8,24.54,0.0,0.0,0.0,18.18,13.64,68.18,5.96,1.15,9.86,916.09,993884.56,15.56,6.45,2.18,0.0,zero,zero
Axixá,Maranhão,11407,56.15,53.07,39.76,7.17,41.64,0.41,60.98,32.58,6.44,0.0,31746821.7,1166,671,0,0.1,2.5,23.4,0.0,0.0,49.2,0.78,6.82,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,16.29,616.32,794130.87,13.02,5.88,3.07,0.0,zero,zero
Curaçá,Bahia,32168,5.29,49.06,43.1,7.85,43.45,41.96,71.5,24.02,4.48,0.0,142810157.7,4517,1462,0,0.1,2.5,19.2,0.0,0.03,43.82,0.78,13.42,0.0,169860.42,0.31,12.39,6.19,81.42,11.5,2.18,18.95,705.33,1217988.74,14.17,8.78,6.87,0.31,media,zero
Lagoa dos Patos,Minas Gerais,4225,7.04,47.26,45.08,7.67,71.17,0.91,68.97,24.38,6.66,0.0,27428995.75,888,272,0,0.3,5.0,12.0,0.0,0.75,24.57,0.77,21.69,0.0,0.0,0.0,10.53,10.53,78.95,3.31,12.05,6.93,688.55,1385259.97,18.81,9.12,4.26,0.0,zero,zero
Araguainha,Mato Grosso,1096,1.59,36.74,51.5,11.76,85.27,10.28,58.0,30.08,11.93,0.0,11647301.6,185,60,0,0.0,2.0,8.0,0.0,0.0,9.69,0.84,20.8,0.0,0.0,0.0,0.0,25.0,75.0,9.29,0.88,3.98,818.05,2404338.84,22.37,7.81,4.56,0.0,zero,zero
Ipeúna,São Paulo,6016,31.66,42.6,49.57,7.83,85.9,81.71,63.35,26.14,10.51,0.86,197467860.5,946,322,0,0.2,3.0,12.2,0.0,1.67,3.87,0.85,12.97,0.0,0.0,1.66,5.05,29.29,65.66,5.9,65.29,16.34,1462.86,6298819.78,9.13,3.83,21.11,1.66,zero,zero
Itupiranga,Pará,51220,6.5,55.99,39.95,4.07,39.04,1.81,80.81,16.22,2.97,0.03,238895714.2,6616,1603,0,0.1,2.0,21.9,0.02,0.0,51.56,0.75,12.79,0.0,1906.29,0.39,10.71,17.86,71.43,13.89,4.57,10.72,741.21,1451566.48,14.56,8.7,4.12,0.0,media,zero
Paulistana,Piauí,19785,10.04,47.61,44.6,7.79,58.19,0.2,71.02,19.28,9.7,0.45,166425088.8,3783,1185,185,0.1,9.8,36.8,0.05,0.55,41.37,0.77,13.47,0.0,0.0,0.51,0.0,7.32,92.68,0.09,60.46,14.21,1635.51,1897901.46,10.89,6.68,6.47,0.51,zero,zero
Itatiba do Sul,Rio Grande do Sul,4171,19.65,35.41,52.94,11.65,44.54,3.96,81.15,15.06,3.79,0.0,36916019.44,438,191,0,0.0,5.3,4.3,0.0,0.0,13.92,0.8,41.69,0.0,0.0,0.0,0.0,25.0,75.0,0.48,5.3,16.63,1081.66,1551744.43,1.81,0.38,9.35,0.0,zero,zero
Novo Cruzeiro,Minas Gerais,30725,18.04,51.16,41.36,7.48,38.53,32.78,81.61,11.69,6.7,0.0,112410485.0,7018,1419,0,0.2,5.8,18.7,0.03,0.0,42.32,0.8,11.69,0.0,0.0,0.0,5.32,12.77,81.91,11.14,12.25,29.74,660.39,944258.71,8.01,5.37,7.23,0.33,zero,zero
Croatá,Ceará,17069,24.49,48.71,41.49,9.8,54.29,18.2,86.22,12.17,1.61,0.0,68191679.14,3526,1270,0,0.0,4.7,13.5,0.0,0.12,58.91,0.76,24.04,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,3.82,895.78,1406100.58,7.1,5.18,1.29,0.0,zero,zero
Vitória do Jari,Amapá,12428,5.01,60.07,36.74,3.19,85.76,0.0,65.0,29.93,5.06,0.0,103869868.4,2086,863,0,0.2,2.4,31.3,0.0,0.0,41.64,0.78,7.03,0.0,0.0,0.0,0.0,9.09,90.91,0.0,2.66,26.24,1102.58,2935704.21,29.32,18.66,1.37,0.0,zero,zero
Aramina,São Paulo,5152,25.4,36.59,52.85,10.56,93.22,90.62,61.45,29.02,9.53,0.0,78505248.64,397,182,0,0.0,2.0,15.6,0.0,1.8,3.04,0.86,11.34,0.0,0.0,3.88,7.14,6.12,86.73,7.51,3.83,50.0,1075.79,3298654.9,14.09,5.33,27.17,0.0,zero,zero
Nova Timboteua,Pará,13670,27.91,46.58,45.14,8.27,41.7,0.55,72.67,25.11,2.22,1.39,55735734.1,1233,622,0,0.0,4.4,15.8,0.0,0.07,41.2,0.79,12.67,0.0,0.0,0.0,16.13,12.9,70.97,10.79,0.63,7.9,834.62,1081666.34,12.7,6.24,2.78,0.0,zero,zero
Cotia,São Paulo,201150,620.84,41.63,53.34,5.03,100.0,52.16,47.38,32.23,20.39,2.09,7015239009.0,31275,13524,4001,0.2,7.2,14.9,0.04,1.03,4.72,0.85,12.94,0.0,0.0,0.65,0.37,19.91,79.72,0.55,36.89,55.58,1862.37,6999190.34,15.69,7.96,58.6,2.39,zero,zero
Buenos Aires,Pernambuco,12537,134.54,44.97,47.63,7.4,64.26,9.16,74.0,23.02,2.98,0.0,60434483.13,2292,485,0,0.0,3.8,16.5,0.0,0.31,36.4,0.78,16.13,0.0,0.0,0.0,5.26,15.79,78.95,17.24,20.57,9.73,686.88,1401530.61,18.2,10.93,5.5,0.0,zero,zero
Itacambira,Minas Gerais,4988,2.79,45.75,46.55,7.7,21.8,4.18,72.62,19.33,8.06,0.0,29514345.16,807,304,0,0.0,1.4,10.4,0.0,0.2,39.05,0.79,4.97,0.0,0.0,0.0,20.0,25.0,55.0,78.51,3.35,2.24,1010.79,1509421.4,11.78,5.97,3.21,0.0,zero,zero
Araputanga,Mato Grosso,15342,9.59,44.32,50.01,5.67,79.95,9.46,58.57,32.16,9.27,0.54,253391233.6,2643,904,953,0.0,2.9,21.9,0.07,0.4,9.03,0.83,12.14,0.0,55619666.28,3.91,10.96,9.59,79.45,14.39,41.1,29.5,1125.09,3486063.1,11.61,6.87,33.63,0.0,media,zero
Guaraniaçu,Paraná,14582,11.9,40.38,49.81,9.81,53.86,28.49,73.35,17.08,9.58,0.79,176928509.7,1816,924,0,0.2,5.7,12.6,0.13,0.27,16.23,0.84,14.71,0.0,0.0,1.37,18.9,9.32,71.78,17.06,8.5,44.13,838.35,2160188.01,5.88,2.59,31.34,0.0,zero,zero
Amarante do Maranhão,Maranhão,37932,5.1,55.85,38.07,6.08,41.62,0.3,79.79,16.0,4.21,0.0,129565470.4,8588,1522,112,0.1,2.9,30.3,0.0,0.0,50.0,0.72,8.57,0.0,0.0,0.0,27.66,12.77,59.57,29.14,13.14,53.14,848.25,956376.53,10.64,5.73,1.37,0.0,zero,zero
Paulínia,São Paulo,82146,591.93,39.55,55.37,5.08,99.9,90.05,41.64,36.5,21.86,0.75,14684492070.0,8039,5215,2072,0.1,4.4,11.6,0.01,3.0,2.56,0.86,14.51,0.0,0.0,2.07,0.41,15.16,84.37,0.58,36.75,49.89,2472.96,34925695.06,18.23,8.75,52.69,2.07,zero,zero
Rondolândia,Mato Grosso,3604,0.28,52.75,42.68,4.58,29.89,0.0,73.8,18.06,8.14,0.0,50921240.36,808,203,0,0.0,0.8,3.3,0.0,0.0,27.89,0.8,1.47,0.0,352469.48,0.0,34.62,46.15,19.23,62.16,32.92,2.46,855.66,3055562.35,8.37,3.65,2.5,0.0,media,zero
Itabaianinha,Sergipe,38910,78.87,50.47,43.42,6.12,51.5,44.83,80.34,15.26,4.4,0.0,234227694.3,4839,1661,0,0.1,2.8,19.8,0.0,0.72,44.39,0.76,9.12,0.0,0.0,0.0,14.12,32.77,53.11,4.38,29.87,14.89,654.86,1494973.82,10.82,6.25,6.71,0.0,zero,zero
Augusto Corrêa,Pará,40497,37.1,58.49,36.37,5.15,46.33,1.24,81.27,16.28,2.45,0.0,132575433.9,7746,1964,1,0.1,2.9,32.0,0.03,0.0,62.59,0.77,2.61,0.0,0.0,0.0,7.14,10.71,82.14,6.09,6.96,84.35,853.74,1072756.7,6.21,4.14,1.58,0.0,zero,zero
Aramina,São Paulo,5152,25.4,36.59,52.85,10.56,93.22,90.62,61.45,29.02,9.53,0.0,78505248.64,397,182,0,0.0,2.0,15.6,0.0,1.8,3.04,0.86,11.34,0.0,0.0,3.88,7.14,6.12,86.73,7.51,3.83,50.0,1075.79,3298654.9,14.09,5.33,27.17,0.0,zero,zero
Pinhão,Sergipe,5973,38.32,45.12,46.78,8.1,56.79,14.48,75.31,21.09,3.61,0.0,44840386.14,1084,280,0,0.3,6.8,15.5,0.0,0.0,23.92,0.71,11.18,0.0,0.0,0.0,4.76,14.29,80.95,6.04,6.65,8.46,585.07,1780071.46,12.59,5.58,3.18,0.0,zero,zero
Frei Martinho,Paraíba,2933,12.0,37.98,48.28,13.74,60.66,64.46,73.68,23.3,3.02,0.0,14586424.93,459,106,0,0.0,4.7,14.0,0.0,1.67,29.34,0.77,24.53,0.0,0.0,0.0,0.0,22.22,77.78,0.0,0.0,8.02,783.32,1162231.08,9.47,3.16,5.11,0.0,zero,zero
São Miguel do Fidalgo,Piauí,2976,3.66,49.19,43.48,7.33,37.16,0.79,85.05,11.24,3.72,0.0,11142739.2,600,101,0,0.0,0.0,0.0,0.0,0.0,53.02,0.75,13.85,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,4.62,861.68,878092.99,7.91,5.22,0.0,0.0,zero,zero
Novo Santo Antônio,Mato Grosso,2005,0.46,46.04,48.63,5.34,65.51,0.0,67.43,24.24,8.33,0.0,17313676.25,430,99,0,0.0,0.0,0.0,0.0,0.0,22.4,0.83,6.67,0.0,0.0,0.0,0.0,25.0,75.0,6.67,2.22,6.67,856.02,2071052.63,11.86,7.62,2.99,0.0,zero,zero
Porciúncula,Rio de Janeiro,17760,58.8,39.76,50.56,9.69,80.27,74.33,60.56,27.46,11.98,0.97,182274254.4,3139,1166,0,0.2,4.5,14.5,0.06,1.56,18.05,0.8,12.47,0.0,8927.93,0.0,0.54,20.54,78.92,5.98,16.28,30.71,899.44,2477747.59,23.39,11.33,18.92,1.13,media,zero
Mombuca,São Paulo,3266,24.43,41.73,49.97,8.3,81.72,79.4,81.41,15.36,3.22,0.38,43793336.76,316,175,0,0.7,2.3,14.0,0.0,1.33,9.83,0.82,13.56,0.0,0.0,0.0,13.33,31.11,55.56,12.62,35.97,14.88,939.83,3448267.72,11.15,5.43,3.98,6.12,zero,zero
Jacinto,Minas Gerais,12134,8.71,41.16,47.82,11.02,74.13,47.65,77.46,15.98,6.56,1.09,55417070.06,2157,603,0,0.3,4.5,14.7,0.08,0.0,28.53,0.81,20.74,0.0,0.0,0.82,16.33,6.12,77.55,20.03,1.85,18.18,692.62,1248693.11,14.45,7.25,6.76,0.82,zero,zero
Jundiaí,São Paulo,370126,858.35,34.8,55.74,9.46,96.07,92.57,43.72,30.03,26.25,2.2,23847340322.0,51641,26909,27142,0.2,8.8,25.4,0.04,1.89,1.87,0.87,12.86,0.0,0.0,1.11,0.29,14.97,84.73,0.33,32.89,62.2,1822.14,12398081.2,12.09,5.49,80.06,2.11,zero,zero
Agrestina,Pernambuco,22679,113.07,45.41,44.31,10.28,75.69,64.36,81.8,15.04,3.16,0.0,115764955.5,2955,980,0,0.2,7.2,15.2,0.0,0.3,33.9,0.76,34.55,0.0,4740.07,0.44,5.56,15.28,79.17,11.36,6.2,16.76,725.02,1418054.88,14.81,7.3,5.95,0.0,media,zero
Colônia do Piauí,Piauí,7433,7.84,47.71,44.6,7.7,37.3,0.23,84.07,11.72,4.21,0.0,26694504.55,1368,358,0,0.0,0.0,0.0,0.0,0.0,38.35,0.77,22.47,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,10.49,516.96,868130.08,7.23,3.15,3.5,0.0,zero,zero
Porto Vitória,Paraná,4020,18.87,41.42,49.53,9.06,57.17,11.96,77.27,17.67,5.06,0.92,36691022.4,409,150,0,0.0,4.5,10.8,0.0,0.0,11.48,0.8,12.01,0.0,0.0,0.0,10.81,33.78,55.41,14.04,39.31,23.87,743.95,1802111.98,3.25,2.4,19.4,0.0,zero,zero
Utinga,Bahia,18173,28.47,51.12,42.28,6.61,71.71,0.57,73.72,20.67,5.61,0.0,74957991.37,4240,976,0,0.0,5.7,28.3,0.11,0.0,43.0,0.71,4.99,0.0,0.0,0.55,3.03,1.52,95.45,7.15,0.17,24.63,832.33,1020674.65,14.77,7.73,5.5,0.0,zero,zero
Buriti Bravo,Maranhão,22899,14.47,52.49,39.95,7.56,74.55,0.39,75.45,17.67,6.88,0.0,70090175.16,2794,1379,0,0.0,1.8,23.9,0.0,0.09,46.58,0.75,23.63,0.0,0.0,0.0,0.0,4.17,95.83,0.0,0.18,17.4,690.1,969281.86,13.7,6.64,3.58,0.0,zero,zero
Uruoca,Ceará,12883,18.49,49.72,42.61,7.67,63.51,24.67,79.07,15.0,5.94,0.0,47412660.75,2699,562,0,0.0,3.1,15.2,0.0,0.0,56.79,0.75,25.09,0.0,0.0,0.0,4.55,18.18,77.27,0.28,0.56,3.25,810.16,1117066.85,14.33,7.47,2.33,0.0,zero,zero
Tauá,Ceará,55716,13.87,44.52,45.39,10.09,60.22,22.23,72.65,20.77,6.58,0.78,273391726.1,11868,2987,288,0.1,5.1,18.9,0.02,0.79,41.03,0.77,23.04,0.0,0.0,0.54,0.91,11.87,87.21,0.43,2.57,42.4,864.5,1239671.03,10.4,5.75,7.77,0.18,zero,zero
Francinópolis,Piauí,5235,19.48,44.53,45.39,10.09,63.95,0.89,76.49,18.4,5.11,0.0,18688792.95,678,264,0,0.0,6.2,19.2,0.0,0.0,50.52,0.72,11.71,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.98,10.73,997.31,1483002.38,23.88,14.59,3.63,0.0,zero,zero
Cocal de Telha,Piauí,4525,16.04,44.42,46.67,8.91,61.02,0.28,88.63,9.53,1.84,0.0,17139930.75,1129,203,0,0.0,0.0,0.0,0.0,0.2,40.86,0.78,28.4,0.0,0.0,0.0,10.0,0.0,90.0,2.8,0.0,9.2,633.6,1258443.47,24.24,11.84,4.86,0.0,zero,zero
Ponte Branca,Mato Grosso,1768,2.58,36.67,50.26,13.07,86.17,0.27,62.79,29.28,7.93,0.0,14198083.12,335,158,0,0.0,4.0,11.5,0.0,0.0,7.57,0.81,11.85,0.0,0.0,5.66,7.14,7.14,85.71,12.59,5.19,17.04,814.05,1937618.4,21.85,7.85,10.18,0.0,zero,zero
São Pedro da Serra,Rio Grande do Sul,3315,93.68,38.46,53.73,7.81,44.7,7.18,71.32,22.72,5.97,0.0,33045179.7,398,0,0,0.0,0.0,0.0,0.0,0.67,1.8,0.85,7.79,0.0,487414.78,0.0,4.35,43.48,52.17,3.89,64.12,12.93,830.72,1570037.99,0.99,0.85,16.59,0.0,media,zero
